geonameid,name,asciiname,alternatenames,lat,lon,feature_class,feature_code,admin1,admin2,admin3,admin4,provincia_ine,population
2519278,Constantina,Constantina,"Constantina,Konstantina,Laconimurgi,kong si tan di na,Константина,Константіна,孔斯坦蒂纳",37.86667,-5.61667,P,PPLA3,51,SE,41033,,41,6757
2519283,Consell,Consell,Consell,39.66861,2.81267,P,PPLA3,07,PM,07016,,07,2877
2519284,Conquista de la Sierra,Conquista de la Sierra,"Conquista de la Sierra,Konkista-de-la-S'erra,kong ji si ta de la xie la,kwnkwysta dy la sayra,Конкиста-де-ла-Сьерра,Конкіста-де-ла-Сьєрра,كونكويستا دي لا سايرا,孔基斯塔德拉谢拉",39.3507,-5.73464,P,PPLA3,57,CC,10066,,10,238
2519286,Conquista,Conquista,Conquista,38.4,-4.5,P,PPLA3,51,CO,14020,,14,494
2519289,Conil de la Frontera,Conil de la Frontera,"Conil,Conil de la Frontera",36.27719,-6.0885,P,PPLA3,51,CA,11014,,11,22427
2519293,Confrides,Confrides,"Confrides,Konfrides,kong fu li de si,kwnfarydz,kwnfryds,Конфридес,Конфрідес,كونفاريدز,کونفریدس,孔夫里德斯",38.68451,-0.2689,P,PPLA3,60,A,03057,,03,285
2519319,Cómpeta,Competa,"Competa,Cómpeta",36.83352,-3.9743,P,PPLA3,51,MA,29045,,29,3832
2519325,Comares,Comares,Comares,36.84929,-4.24664,P,PPLA3,51,MA,29044,,29,1463
2519343,Colomera,Colomera,Colomera,37.37156,-3.71393,P,PPLA3,51,GR,18051,,18,1544
2519352,Colmenar,Colmenar,,36.90519,-4.33557,P,PPLA3,51,MA,29043,,29,3227
2519367,Coín,Coin,,36.65947,-4.75639,P,PPLA3,51,MA,29042,,29,21866
2519370,Cogollos de Guadix,Cogollos de Guadix,Cogollos de Guadix,37.22521,-3.16094,P,PPLA3,51,GR,18049,,18,727
2519373,Cofrentes,Cofrentes,"Cofrentes,Cofrents,Kofrentes,ke fu lun te si,Кофрентес,科夫伦特斯",39.22926,-1.06061,P,PPLA3,60,V,46097,,46,948
2519382,Cocentaina,Cocentaina,"Cocentaina,Kosentajna,ke sen tai na,kwkyntayna,kwsntayna,Косентайна,كوكينتاينا,کوسنتاینا,科森泰纳",38.73975,-0.43976,P,PPLA3,60,A,03056,,03,11467
2519385,Cobisa,Cobisa,Cobisa,39.80425,-4.02528,P,PPLA3,54,TO,45052,,45,2868
2519387,Cóbdar,Cobdar,"Cobdar,Cóbdar",37.26166,-2.21098,P,PPLA3,51,AL,04034,,04,251
2519402,Ciudad Real,Ciudad Real,"CQM,Cidade Real,Ciuda Real,Ciudad Real,Ciudá Real,S'judad-Real',S'judad-Rehal',Sjudad Real,Villa-Real,lei a er cheng,siudadeuleal,sywdad ryal,thywdad ryal,Сьюдад-Реаль,Сьюдад-Рэаль,Сјудад Реал,סיודאד ריאל,ثيوداد ريال,سیوداد رئال,シウダー・レアル,雷阿爾城,시우다드레알",38.98626,-3.92907,P,PPLA2,54,CR,13034,,13,74743
2519409,Ciruelos,Ciruelos,,39.93881,-3.61383,P,PPLA3,54,TO,45050,,45,412
2519421,Cijuela,Cijuela,,37.198,-3.81174,P,PPLA3,51,GR,18048,,18,1941
2519425,Cieza,Cieza,"Cieza,S'esa,Siesa,sysa,thytha,xi ye sa,Сьеса,Сьєса,Սիեսա,ثيثا,سیسا,希耶萨",38.23998,-1.41987,P,PPLA3,31,MU,30019,,30,34889
2519436,Churriana de la Vega,Churriana de la Vega,Churriana,37.14499,-3.64617,P,PPLA3,51,GR,18062,,18,12001
2519441,Chumillas,Chumillas,Chumillas,39.76667,-2.03333,P,PPLA3,54,CU,16081,,16,67
2519444,Chulilla,Chulilla,"Chulilla,Xulella",39.65,-0.88333,P,PPLA3,60,V,46112,,46,772
2519445,Chueca,Chueca,Chueca,39.73191,-3.94365,P,PPLA3,54,TO,45057,,45,228
2519447,Chucena,Chucena,Chucena,37.36305,-6.39304,P,PPLA3,51,H,21030,,21,1988
2519450,Chóvar,Chovar,"Chovar,Chóvar,Xovar",39.85,-0.31667,P,PPLA3,60,CS,12056,,12,339
2519464,Chiva,Chiva,"Chiva,Xiva de Bunyol,qi wa,Чива,奇瓦",39.46667,-0.71667,P,PPLA3,60,V,46111,,46,14167
2519468,Chirivel,Chirivel,Chirivel,37.59527,-2.26844,P,PPLA3,51,AL,04037,,04,1816
2519477,Chipiona,Chipiona,"Chipiana,Chipiona,chipiona,qi pi ao na,tshaybywna,Чипиона,Чипіона,تشايبيونا,奇皮奥纳,치피오나",36.73663,-6.43703,P,PPLA3,51,CA,11016,,11,19386
2519491,Chimeneas,Chimeneas,Chimeneas,37.13125,-3.8213,P,PPLA3,51,GR,18061,,18,1472
2519495,Chilluévar,Chilluevar,"Chilluevar,Chilluévar",38.00088,-3.0324,P,PPLA3,51,J,23030,,23,1693
2519497,Chillón,Chillon,"Chillon,Chillón",38.79595,-4.86628,P,PPLA3,54,CR,13038,,13,0
2519512,Chiclana de Segura,Chiclana de Segura,"Chiclana,Chiclana de Segura",38.31187,-3.04219,P,PPLA3,51,J,23029,,23,1238
2519513,Chiclana de la Frontera,Chiclana de la Frontera,"Chiclana,Chiclana de la Frontera,Chiklana-de-la-Frontera,Чиклана-де-ла-Фронтера",36.41976,-6.14367,P,PPLA3,51,CA,11015,,11,83831
2519522,Cheste,Cheste,"Cheste,Xest",39.48333,-0.68333,P,PPLA3,60,V,46109,,46,7255
2519525,Chercos,Chercos,Chercos,37.2545,-2.26657,P,PPLA3,51,AL,04036,,04,285
2519526,Chera,Chera,"Chera,Xera",39.6,-0.96667,P,PPLA3,60,V,46108,,46,525
2519528,Chelva,Chelva,"Chel'va,Chelva,Xelva,qie er wa,Чельва,Չելվա,切尔瓦",39.7493,-0.99684,P,PPLA3,60,V,46106,,46,1986
2519529,Chella,Chella,"Chella,Xella",39.04203,-0.65916,P,PPLA3,60,V,46107,,46,2618
2519530,Cheles,Cheles,Cheles,38.51225,-7.28177,P,PPLA3,57,BA,06042,,06,1313
2519534,Chauchina,Chauchina,,37.19977,-3.77157,P,PPLA3,51,GR,18059,,18,4357
2519584,Cervera del Llano,Cervera del Llano,Cervera del Llano,39.78312,-2.42019,P,PPLA3,54,CU,16073,,16,294
2519623,Cerdà,Cerda,"Cerda,Cerdà,Cerdá",38.98333,-0.56667,P,PPLA3,60,V,46096,,46,291
2519632,Cenizate,Cenizate,Cenizate,39.3,-1.65,P,PPLA3,54,AB,02026,,02,1204
2519634,Cenes de la Vega,Cenes de la Vega,Cenes de la Vega,37.16006,-3.53548,P,PPLA3,51,GR,18047,,18,6295
2519656,Cedillo,Cedillo,Cedillo,39.65099,-7.49817,P,PPLA3,57,CC,10062,,10,574
2519659,Ceclavín,Ceclavin,"Ceclavin,Ceclavín",39.82231,-6.77329,P,PPLA3,57,CC,10061,,10,2076
2519664,Cebolla,Cebolla,Cebolla,39.94897,-4.57175,P,PPLA3,54,TO,45046,,45,3274
2519672,Cazorla,Cazorla,"Cazorla,Kasorla,ka suo er la,kasrla,kathwrla  khayn,Касорла,كاثورلا، خاين,کاسرلا,卡索尔拉",37.91495,-3.00342,P,PPLA3,51,J,23028,,23,8039
2519675,Cazalla de la Sierra,Cazalla de la Sierra,"Cazalla,Cazalla de la Sierra",37.93333,-5.75,P,PPLA3,51,SE,41032,,41,0
2519677,Cazalilla,Cazalilla,Cazalilla,37.98389,-3.88295,P,PPLA3,51,J,23027,,23,817
2519683,Caudete de las Fuentes,Caudete de las Fuentes,Caudete de las Fuentes,39.55965,-1.27853,P,PPLA3,60,V,46095,,46,795
2519685,Caudete,Caudete,"Cabdet,Caudete",38.70679,-0.98723,P,PPLA3,54,AB,02025,,02,10330
2519688,Catral,Catral,"Barrio de Catral,Barrio de Catral y Callosa,Catral,Katral',ka te la er,katral,Катраль,كاترال,کاترال,卡特拉尔",38.16061,-0.80209,P,PPLA3,60,A,03055,,03,6147
2519690,Catarroja,Catarroja,"Catarroja,Katarrokh,Катаррох",39.4,-0.4,P,PPLA3,60,V,46094,,46,27035
2519694,Catadau,Catadau,Catadau,39.26667,-0.56667,P,PPLA3,60,V,46093,,46,2487
2519697,Castro del Río,Castro del Rio,"Castro del Rio,Castro del Río,Kastro-del'-Rio,ka si te luo de er li ao,kastrw dyl ryw  qrtbt,Кастро-дель-Рио,Кастро-дель-Ріо,كاسترو ديل ريو، قرطبة,卡斯特罗德尔里奥",37.69125,-4.48058,P,PPLA3,51,CO,14019,,14,8065
2519698,Castro de Filabres,Castro de Filabres,Castro de Filabres,37.18484,-2.44024,P,PPLA3,51,AL,04033,,04,158
2519703,Castril,Castril,"Castril,Castril de la Pena,Castril de la Peña,Kastril',ka si te li er,kastryl  ghrnatt,Кастриль,Кастріль,كاستريل، غرناطة,卡斯特里尔",37.79581,-2.78002,P,PPLA3,51,GR,18046,,18,2547
2519711,Castillo de Locubín,Castillo de Locubin,,37.52858,-3.9422,P,PPLA3,51,J,23026,,23,5052
2519713,Castillo de Garcimuñoz,Castillo de Garcimunoz,"Castillo de Garcimunoz,Castillo de Garcimuñoz",39.65928,-2.3803,P,PPLA3,54,CU,16072,,16,188
2519730,Castillejo de Iniesta,Castillejo de Iniesta,Castillejo de Iniesta,39.53333,-1.76667,P,PPLA3,54,CU,16068,,16,194
2519736,Castilléjar,Castillejar,"Castillejar,Castilléjar",37.71697,-2.6406,P,PPLA3,51,GR,18045,,18,1600
2519737,Castilleja del Campo,Castilleja del Campo,Castilleja del Campo,37.38627,-6.33443,P,PPLA3,51,SE,41030,,41,640
2519738,Castilleja de la Cuesta,Castilleja de la Cuesta,"Castilleja,Castilleja de la Cuesta",37.38594,-6.05258,P,PPLA3,51,SE,41029,,41,17150
2519739,Castilleja de Guzmán,Castilleja de Guzman,"Castilleja de Guzman,Castilleja de Guzmán",37.40955,-6.05515,P,PPLA3,51,SE,41028,,41,2405
2519746,Castilblanco de los Arroyos,Castilblanco de los Arroyos,"Castilblanco,Castilblanco de los Arroyos",37.67576,-5.98886,P,PPLA3,51,SE,41027,,41,4709
2519747,Castilblanco,Castilblanco,"Castilblanco,Kastil'blanko,Kastilblanko,ka si di er fu lan ke,kastylblankw,Кастилбланко,Кастильбланко,Кастільбланко,كاستيلبلانكو,卡斯蒂尔夫兰科",39.28487,-5.09098,P,PPLA3,57,BA,06035,,06,1167
2519749,Castellonet de la Conquesta,Castellonet de la Conquesta,"Castellonet,Castellonet de la Conquesta",38.91667,-0.26667,P,PPLA3,60,V,46091,,46,172
2519751,Castelló de Rugat,Castello de Rugat,"Castello de Rugat,Castellon de Rugat,Castelló de Rugat,Castellón de Rugat",38.88333,-0.36667,P,PPLA3,60,V,46090,,46,2301
2519752,Castelló de la Plana,Castello de la Plana,"CDT,Castello,Castello de la Plana,Castellon,Castellon - Castello de la Plana,Castellon de la Plana,Castelló,Castelló de la Plana,Castellón,Castellón de la Plana,Kastel'on-de-la-Plana,Kastelon de la Plana,ka si te li weng-de la pu la na,qʼstywn dh lh plʼnh,Кастельон-де-ла-Плана,Кастељон де ла Плана,קאסטיון דה לה פלאנה,カステリョン・デ・ラ・プラナ,卡斯特利翁-德拉普拉納",39.98567,-0.04935,P,PPLA2,60,CS,12040,,12,171857
2519753,Castellnovo,Castellnovo,"Castellnou de Sogorb,Castellnovo",39.86667,-0.45,P,PPLA3,60,CS,12039,,12,998
2519758,Castell de Castells,Castell de Castells,"Castell de Castells,Castells de Castells",38.72555,-0.19242,P,PPLA3,60,A,03054,,03,482
2519762,Castellar de Santiago,Castellar de Santiago,Castellar de Santiago,38.53928,-3.27573,P,PPLA3,54,CR,13033,,13,2175
2519763,Castellar de la Frontera,Castellar de la Frontera,"Castellar,Castellar de la Frontera,Kastel'jar-de-la-Frontera,ka si te li ya er de la fu long te la,kastylar dy la frwntyra,Кастельяр-де-ла-Фронтера,كاستيلار دي لا فرونتيرا,卡斯特利亚尔德拉夫龙特拉",36.31736,-5.45407,P,PPLA3,51,CA,11013,,11,3013
2519770,Cástaras,Castaras,"Castaras,Cástaras",36.93164,-3.25406,P,PPLA3,51,GR,18044,,18,238
2519783,Castalla,Castalla,"Castalla,Kastal'ja,ka si ta li ya,kastala,kastaya,Касталья,كاستالا,کاستایا,卡斯塔利亚",38.59694,-0.67207,P,PPLA3,60,A,03053,,03,10327
2519786,Casinos,Casinos,Casinos,39.7,-0.7,P,PPLA3,60,V,46089,,46,2382
2519795,Casillas de Coria,Casillas de Coria,Casillas de Coria,39.96543,-6.63711,P,PPLA3,57,CC,10059,,10,492
2519879,Casasimarro,Casasimarro,"Casasimarro,Kasasimarro,ka sa xi ma luo,kasasymarw,Касасимарро,Касасімарро,كاساسيمارو,卡萨西马罗",39.36667,-2.03333,P,PPLA3,54,CU,16066,,16,3051
2519882,Casas de Ves,Casas de Ves,Casas de Ves,39.25,-1.33333,P,PPLA3,54,AB,02023,,02,801
2519889,Casas de Reina,Casas de Reina,"Casas de Reina,Las Casas",38.2,-5.96667,P,PPLA3,57,BA,06034,,06,192
2519898,Casas de Miravete,Casas de Miravete,Casas de Miravete,39.72687,-5.74363,P,PPLA3,57,CC,10057,,10,196
2519899,Casas de Millán,Casas de Millan,"Casas de Millan,Casas de Millán",39.81757,-6.32966,P,PPLA3,57,CC,10056,,10,709
2519908,Casas de los Pinos,Casas de los Pinos,Casas de los Pinos,39.33375,-2.36984,P,PPLA3,54,CU,16065,,16,528
2519927,Casas de Lázaro,Casas de Lazaro,"Casas de Lazaro,Casas de Lázaro",38.77056,-2.24044,P,PPLA3,54,AB,02022,,02,413
2519937,Casas de Juan Núñez,Casas de Juan Nunez,"Casas de Juan Nunez,Casas de Juan Núñez",39.1019,-1.55821,P,PPLA3,54,AB,02021,,02,1322
2519943,Casas de Haro,Casas de Haro,Casas de Haro,39.33355,-2.27273,P,PPLA3,54,CU,16064,,16,837
2519944,Casas de Guijarro,Casas de Guijarro,Casas de Guijarro,39.35,-2.16667,P,PPLA3,54,CU,16063,,16,130
2519945,Casas de Garcimolina,Casas de Garcimolina,Casas de Garcimolina,40,-1.41667,P,PPLA3,54,CU,16062,,16,35
2519946,Casas de Fernando Alonso,Casas de Fernando Alonso,"Casas de Fernando Alonso,Casas de los Teatinos",39.35065,-2.32402,P,PPLA3,54,CU,16061,,16,1315
2519952,Casas de Don Antonio,Casas de Don Antonio,Casas de Don Antonio,39.23578,-6.29143,P,PPLA3,57,CC,10052,,10,209
2519954,Casas de Benítez,Casas de Benitez,"Casas de Benitez,Casas de Benítez",39.36667,-2.13333,P,PPLA3,54,CU,16060,,16,1058
2519967,Casasbuenas,Casasbuenas,Casasbuenas,39.76117,-4.12558,P,PPLA3,54,TO,45042,,45,209
2519979,Casariche,Casariche,"Casariche,Kasariche,ka sa li qie,Касариче,Касаріче,卡萨里切",37.29389,-4.75972,P,PPLA3,51,SE,41026,,41,5389
2519980,Casares,Casares,"Casares,Kasares,ka sa lei si,kasars,kasarys,Касарес,Կասարես,كاساريس,کاسارس,卡萨雷斯",36.44689,-5.2858,P,PPLA3,51,MA,29041,,29,4021
2519988,Casarabonela,Casarabonela,Casarabonela,36.78616,-4.84276,P,PPLA3,51,MA,29040,,29,2490
2520045,Casabermeja,Casabermeja,Casabermeja,36.8926,-4.42938,P,PPLA3,51,MA,29039,,29,3274
2520052,Cartaya,Cartaya,Cartaya,37.28114,-7.15071,P,PPLA3,51,H,21021,,21,17905
2520055,Cártama,Cartama,"Kartama,ka er ta ma,kartama,Картама,كارتاما,卡尔塔马",36.71068,-4.63297,P,PPLA3,51,MA,29038,,29,21313
2520056,Cartajima,Cartajima,Cartajima,36.64548,-5.1541,P,PPLA3,51,MA,29037,,29,260
2520058,Cartagena,Cartagena,"Cartachena,Cartagena,Cartagena i Spania,Cartaxena,Carthagene,Carthago Nova,Carthagène,Kartachena,Kartagena,Kartagina,Kartagjena,Kartahena,Kartaheno,Kartakhena,Kartaĥeno,Karthageni,XUF,ka ta he na,kaleutahena,kartagna,kartajena,kartajina,kartakhyna,kartygana,karutahena,qrthnh,Καρθαγένη,Картагена,Картагина,Картахена,קרטחנה,كارتاخينا,کارتاگنا,کارتیگانا,कार्टाजेना,कार्ताजिना,კარტახენა,ካርታሔና,カルタヘナ,卡塔赫纳,카르타헤나",37.60197,-0.98397,P,PPLA3,31,MU,30016,,30,213943
2520064,Carrizosa,Carrizosa,Carrizosa,38.84204,-2.9925,P,PPLA3,54,CR,13032,,13,1556
2520071,Carrión de los Céspedes,Carrion de los Cespedes,"Carrion de los Cespedes,Carrión de los Céspedes",37.37007,-6.32923,P,PPLA3,51,SE,41025,,41,2285
2520072,Carrión de Calatrava,Carrion de Calatrava,"Carrion,Carrion de Calatrava,Carrión,Carrión de Calatrava",39.01897,-3.81683,P,PPLA3,54,CR,13031,,13,2669
2520077,Carrícola,Carricola,"Carricola,Carrícola",38.84133,-0.4726,P,PPLA3,60,V,46086,,46,79
2520078,Carriches,Carriches,Carriches,39.96417,-4.45864,P,PPLA3,54,TO,45039,,45,312
2520083,Carratraca,Carratraca,Carratraca,36.8529,-4.81998,P,PPLA3,51,MA,29036,,29,849
2520087,Carrascosa de Haro,Carrascosa de Haro,Carrascosa de Haro,39.59757,-2.54182,P,PPLA3,54,CU,16058,,16,141
2520092,Carrascalejo,Carrascalejo,Carrascalejo,39.63333,-5.21667,P,PPLA3,57,CC,10048,,10,0
2520114,Carmonita,Carmonita,Carmonita,39.15455,-6.33864,P,PPLA3,57,BA,06031,,06,622
2520118,Carmona,Carmona,"Carmona,Karmona,Кармона",37.47125,-5.64608,P,PPLA3,51,SE,41024,,41,28620
2520119,Carmena,Carmena,Carmena,39.95562,-4.40149,P,PPLA3,54,TO,45036,,45,858
2520121,Carlet,Carlet,"Carlet,Karlet,ka er lai te,Карлет,卡尔莱特",39.2266,-0.52142,P,PPLA3,60,V,46085,,46,15527
2520131,Cardenete,Cardenete,Cardenete,39.76667,-1.68333,P,PPLA3,54,CU,16056,,16,735
2520134,Cardeña,Cardena,"Cardena,Cardeña",38.27023,-4.32358,P,PPLA3,51,CO,14016,,14,1786
2520144,Càrcer,Carcer,"Carcer,Càrcer,Cárcer",39.06667,-0.56667,P,PPLA3,60,V,46084,,46,2026
2520145,Carcelén,Carcelen,"Carcelen,Carcelén",39.10202,-1.30879,P,PPLA3,54,AB,02020,,02,669
2520150,Carcaixent,Carcaixent,"Carcagente,Carcaixen,Carcaixent,Carcaixén,Karkakhente,Каркахенте",39.1218,-0.44812,P,PPLA3,60,V,46083,,46,21735
2520151,Carcabuey,Carcabuey,,37.4442,-4.27471,P,PPLA3,51,CO,14015,,14,2857
2520155,Carboneros,Carboneros,Carboneros,38.22958,-3.63139,P,PPLA3,51,J,23021,,23,704
2520156,Carboneras de Guadazaón,Carboneras de Guadazaon,"Carbon,Carboneras,Carboneras de Guadazaon,Carboneras de Guadazaón",39.88333,-1.8,P,PPLA3,54,CU,16055,,16,918
2520163,Carboneras,Carboneras,"Karboneras,ka er wo nei la si,karbwnras,karbwnyras,Карбонерас,كاربونيراس,کاربونراس,卡尔沃内拉斯",36.99666,-1.89651,P,PPLA3,51,AL,04032,,04,7199
2520169,Carbajo,Carbajo,Carbajo,39.60333,-7.19565,P,PPLA3,57,CC,10046,,10,248
2520172,Carataunas,Carataunas,"Caratauna,Caratáuna",36.92204,-3.40834,P,PPLA3,51,GR,18043,,18,206
2520192,Capilla,Capilla,"Capilla,Kapil'ja,Kapila,ka pi li ya,kabayla,kapyya,Капила,Капилья,Капілья,كابايلا,کاپییا,卡皮利亚",38.82037,-5.08417,P,PPLA3,57,BA,06030,,06,192
2520194,Capileira,Capileira,,36.96148,-3.35864,P,PPLA3,51,GR,18042,,18,585
2520200,Capdepera,Capdepera,"Capdepera,Kapdepera,ka pu de pei la,kabdybyra,Капдепера,كابديبيرا,卡普德佩拉",39.70237,3.43532,P,PPLA3,07,PM,07014,,07,11911
2520209,Cantoria,Cantoria,Cantoria,37.35146,-2.19209,P,PPLA3,51,AL,04031,,04,3502
2520215,Cantillana,Cantillana,Cantillana,37.61032,-5.82472,P,PPLA3,51,SE,41023,,41,10627
2520248,Canjáyar,Canjayar,"Canjayar,Canjáyar,Lanjavar",37.00959,-2.73943,P,PPLA3,51,AL,04030,,04,1568
2520253,Canillas de Albaida,Canillas de Albaida,Canillas de Albaida,36.84665,-3.98678,P,PPLA3,51,MA,29034,,29,797
2520254,Canillas de Aceituno,Canillas de Aceituno,"Canillas,Canillas de Aceituna,Kanil'jas-de-Asejtuno,ka ni li ya si de ya sai tu nuo,kanyas dy athytwnw,Канильяс-де-Асейтуно,Канільяс-де-Асейтуно,كانياس دي أثيتونو,卡尼利亚斯德亚塞图诺",36.87303,-4.08254,P,PPLA3,51,MA,29033,,29,2241
2520266,Cañete la Real,Canete la Real,"Aebura,Kan'ete-la-Real',Kaniete la Real,Sabora,ka nie te la lei ya er,kanyth la ryal,kanyty la ryal,Каньете-ла-Реаль,Каньєте-ла-Реаль,Կանիետե լա Ռեալ,كانيتي لا ريال,کانیته لا ریال,卡涅特拉雷亚尔",36.95154,-5.0244,P,PPLA3,51,MA,29035,,29,2069
2520268,Cañete de las Torres,Canete de las Torres,"Canete de las Torres,Cañete de las Torres",37.86717,-4.31835,P,PPLA3,51,CO,14014,,14,3192
2520271,Canet d'En Berenguer,Canet d'En Berenguer,"Canet d'En Berenguer,Canet de Berenguer",39.68333,-0.21667,P,PPLA3,60,V,46082,,46,3669
2520272,Canena,Canena,Canena,38.0493,-3.4831,P,PPLA3,51,J,23020,,23,2093
2520283,Candelaria,Candelaria,"Cancelaria,Candelaria,Kandelaria,Kandelarii,Kandelarija,kan de la li ya,kanderaria,kandylarya  santa krwth dy tynyryfh,Κανδελάρια,Канделарии,Канделария,Канделарія,קאנדלאריה,كانديلاريا، سانتا كروث دي تينيريفه,カンデラリア,坎德拉里亚",28.3548,-16.37268,P,PPLA3,53,TF,38011,,38,24319
2520292,Cañaveral de León,Canaveral de Leon,"Canaveral de Leon,Cañaveral de León",38.01667,-6.51667,P,PPLA3,51,H,21020,,21,0
2520295,Cañaveral,Canaveral,"Canaveral,Cañaveral",39.79198,-6.3913,P,PPLA3,57,CC,10045,,10,1271
2520312,Cáñar,Canar,,36.92684,-3.42808,P,PPLA3,51,GR,18040,,18,337
2520314,Cañamero,Canamero,"Canamera,Canamero,Cañamera,Cañamero,Kan'jamero,ka ni ya mei luo,kanyamyrw,Каньямеро,كانياميرو,卡尼亚梅罗",39.37995,-5.38857,P,PPLA3,57,CC,10044,,10,1626
2520320,Canals,Canals,"Canals,Canals de Canolas,Canals de Cañolas",38.96251,-0.58443,P,PPLA3,60,V,46081,,46,13941
2520344,Cañada Rosal,Canada Rosal,"Canada Rosal,Cañada Rosal",37.59924,-5.21016,P,PPLA3,51,SE,41901,,41,3071
2520373,Cañada del Hoyo,Canada del Hoyo,"Canada del Hoyo,Cañada del Hoyo",39.96667,-1.9,P,PPLA3,54,CU,16046,,16,321
2520387,Cañada de Calatrava,Canada de Calatrava,"Canada,Canada de Calatrava,Cañada,Cañada de Calatrava",38.85429,-4.02103,P,PPLA3,54,CR,13029,,13,106
2520397,Cañada,Canada,"Canada,Cañada,La Canyada",38.6739,-0.8133,P,PPLA3,60,A,03052,,03,0
2520401,Campotéjar,Campotejar,"Campotejar,Campotéjar",37.48235,-3.61771,P,PPLA3,51,GR,18038,,18,1410
2520402,Campos del Río,Campos del Rio,"Campos del Rio,Campos del Río",38.03966,-1.35306,P,PPLA3,31,MU,30014,,30,2065
2520403,Campos,Campos,Campos,39.43099,3.01935,P,PPLA3,07,PM,07013,,07,9765
2520405,Camporrobles,Camporrobles,"Camporrobles,Camporrobres,Kamporrobles,kan bo luo fu lai si,Кампорроблес,坎波罗夫莱斯",39.65,-1.4,P,PPLA3,60,V,46080,,46,1372
2520410,Campofrío,Campofrio,"Campofrio,Campofrío",37.76652,-6.57363,P,PPLA3,51,H,21019,,21,0
2520413,Campo de Criptana,Campo de Criptana,"Kampo-de-Kriptana,kambw dy kraybtana,kan bo de ke li pu ta na,Кампо-де-Криптана,Кампо-де-Кріптана,كامبو دي كرايبتانا,坎波德克里普塔纳",39.40463,-3.12492,P,PPLA3,54,CR,13028,,13,15006
2520427,Campillos-Paravientos,Campillos-Paravientos,Campillos-Paravientos,39.98333,-1.55,P,PPLA3,54,CU,16043,,16,132
2520428,Campillos,Campillos,,37.04826,-4.86308,P,PPLA3,51,MA,29032,,29,8014
2520430,Campillo de Llerena,Campillo de Llerena,Campillo de Llerena,38.50196,-5.83139,P,PPLA3,57,BA,06029,,06,1631
2520433,Campillo de Deleitosa,Campillo de Deleitosa,Campillo de Deleitosa,39.70297,-5.57436,P,PPLA3,57,CC,10042,,10,124
2520436,Campillo de Altobuey,Campillo de Altobuey,Campillo de Altobuey,39.6,-1.8,P,PPLA3,54,CU,16042,,16,1702
2520453,Campanet,Campanet,Campanet,39.7747,2.96506,P,PPLA3,07,PM,07012,,07,2515
2520456,Campanario,Campanario,"Campanario,Kampanario,kampanaryw,kan pa na li ao,Кампанарио,Кампанаріо,کامپاناریو,坎帕纳里奥",38.8644,-5.61744,P,PPLA3,57,BA,06028,,06,5522
2520476,Cambil,Cambil,"Cambil,Cambril",37.67934,-3.56537,P,PPLA3,51,J,23018,,23,3061
2520477,Camas,Camas,"Camas,Kamas,ka ma si,Камас,Կամաս,卡马斯",37.40202,-6.03314,P,PPLA3,51,SE,41021,,41,28620
2520493,Calvià,Calvia,"Calvia,Calvià,Calviá,Kal'vija,Kalvia,Kalvija,ka er wei ya,kalbi xa,kalbya,kalfya,karubia,Калвиа,Калвија,Кальвия,Кальвія,كالفيا,کالبیا,กัลบีอา,カルビア,卡尔维亚",39.5657,2.50621,P,PPLA3,07,PM,07011,,07,51774
2520502,Callosa de Segura,Callosa de Segura,"Callosa de Segura,Kal'josa-de-Segura,Kal'osa-de-Segura,Kalyosa de Segura,ka e sa de sai gu la,kalwsa dy swjwra,kaywsa d sgwra,Кальйоса-де-Сегура,Кальоса-де-Сегура,Կալյոսա դե Սեգուրա,كالوسا دي سوجورا,کایوسا د سگورا,卡略萨德塞古拉",38.12497,-0.87822,P,PPLA3,60,A,03049,,03,17924
2520503,Callosa d'En Sarrià,Callosa d'En Sarria,"Callosa d'En Sarria,Callosa d'En Sarrià,Callosa de Ensarria,Callosa de Ensarriá",38.65,-0.11667,P,PPLA3,60,A,03048,,03,0
2520505,Calles,Calles,Calles,39.72118,-0.97057,P,PPLA3,60,V,46079,,46,384
2520512,Calicasas,Calicasas,Calicasas,37.2713,-3.61345,P,PPLA3,51,GR,18037,,18,553
2520526,Caleruela,Caleruela,Caleruela,39.87483,-5.25693,P,PPLA3,54,TO,45029,,45,296
2520528,Calera y Chozas,Calera y Chozas,"Calera,Calera y Chozas",39.88278,-4.98213,P,PPLA3,54,TO,45028,,45,4124
2520529,Calera de León,Calera de Leon,"Calera de Leon,Calera de León",38.1,-6.33333,P,PPLA3,57,BA,06026,,06,1051
2520558,Calasparra,Calasparra,"Calasparra,Kalasparra,ka la si pa la,kalasbara,Каласпарра,كالاسبارا,卡拉斯帕拉",38.22997,-1.69986,P,PPLA3,31,MU,30013,,30,10178
2520566,Calañas,Calanas,"Calanas,Calañas",37.65568,-6.8805,P,PPLA3,51,H,21017,,21,4506
2520568,Calamonte,Calamonte,Calamonte,38.88861,-6.38791,P,PPLA3,57,BA,06025,,06,6117
2520590,Cala,Cala,"Cala,Minas de Cala",37.96667,-6.31667,P,PPLA3,51,H,21016,,21,0
2520592,Cájar,Cajar,"Cajar,Cájar",37.13381,-3.57274,P,PPLA3,51,GR,18036,,18,4002
